indicator,value,country_code,country,year
CO2 emissions (metric tons per capita),0.908284625825197,EGY,"Egypt, Arab Rep.",1965
CO2 emissions (metric tons per capita),0.332527211250901,IND,India,1965
CO2 emissions (metric tons per capita),4.40748980438164,NOR,Norway,1965
CO2 emissions (metric tons per capita),0.392280898837788,PAK,Pakistan,1965
CO2 emissions (metric tons per capita),85.4585851452474,QAT,Qatar,1965
CO2 emissions (metric tons per capita),8.09799371671533,SWE,Sweden,1965
CO2 emissions (metric tons per capita),17.4517252487095,USA,United States,1965
GDP growth (annual %),1.60625822891573,BGD,Bangladesh,1965
GDP growth (annual %),6.63654513889831,CAN,Canada,1965
GDP growth (annual %),4.55525481407099,DNK,Denmark,1965
GDP growth (annual %),4.91404229423402,EGY,"Egypt, Arab Rep.",1965
GDP growth (annual %),-2.63577010985361,IND,India,1965
GDP growth (annual %),5.2856088005522,NOR,Norway,1965
GDP growth (annual %),10.419365822013,PAK,Pakistan,1965
GDP growth (annual %),3.82145314801153,SWE,Sweden,1965
GDP growth (annual %),6.39999999999968,USA,United States,1965
GDP per capita (current US$),106.64664823646,BGD,Bangladesh,1965
GDP per capita (current US$),2739.58584928189,CAN,Canada,1965
GDP per capita (current US$),2243.93159483536,DNK,Denmark,1965
GDP per capita (current US$),162.608482996222,EGY,"Egypt, Arab Rep.",1965
GDP per capita (current US$),119.318920067195,IND,India,1965
GDP per capita (current US$),2164.46882336736,NOR,Norway,1965
GDP per capita (current US$),115.572390609762,PAK,Pakistan,1965
GDP per capita (current US$),3007.59797817136,SWE,Sweden,1965
GDP per capita (current US$),3827.52710972039,USA,United States,1965
GDP per capita growth (annual %),-1.40861909675201,BGD,Bangladesh,1965
GDP per capita growth (annual %),4.72361189192043,CAN,Canada,1965
GDP per capita growth (annual %),3.7436848678654,DNK,Denmark,1965
GDP per capita growth (annual %),2.19700395042202,EGY,"Egypt, Arab Rep.",1965
GDP per capita growth (annual %),-4.64015623219139,IND,India,1965
GDP per capita growth (annual %),4.47036790459717,NOR,Norway,1965
GDP per capita growth (annual %),7.62114280691539,PAK,Pakistan,1965
GDP per capita growth (annual %),2.8482058504772,SWE,Sweden,1965
GDP per capita growth (annual %),5.07809761043288,USA,United States,1965
GNI per capita (constant 2010 US$),705.007672446477,EGY,"Egypt, Arab Rep.",1965
GNI per capita (constant 2010 US$),350.930695121505,IND,India,1965
"Industry (including construction), value added (% of GDP)",10.723024748933,BGD,Bangladesh,1965
"Industry (including construction), value added (% of GDP)",24.0697417788568,EGY,"Egypt, Arab Rep.",1965
"Industry (including construction), value added (% of GDP)",21.7434988602017,IND,India,1965
"Industry (including construction), value added (% of GDP)",18.5633232902731,PAK,Pakistan,1965
"Life expectancy at birth, total (years)",57.374,ARE,United Arab Emirates,1965
"Life expectancy at birth, total (years)",48.69,BGD,Bangladesh,1965
"Life expectancy at birth, total (years)",71.8721951219512,CAN,Canada,1965
"Life expectancy at birth, total (years)",72.3707317073171,DNK,Denmark,1965
"Life expectancy at birth, total (years)",50.556,EGY,"Egypt, Arab Rep.",1965
"Life expectancy at birth, total (years)",44.356,IND,India,1965
"Life expectancy at birth, total (years)",73.7231707317073,NOR,Norway,1965
"Life expectancy at birth, total (years)",49.52,PAK,Pakistan,1965
"Life expectancy at birth, total (years)",64.848,QAT,Qatar,1965
"Life expectancy at birth, total (years)",73.8617073170732,SWE,Sweden,1965
"Life expectancy at birth, total (years)",70.2146341463415,USA,United States,1965
"Net primary income (BoP, current US$)",-1551903873.84754,CAN,Canada,1965
Population density (people per sq. km of land area),2.11006758659533,ARE,United Arab Emirates,1965
Population density (people per sq. km of land area),425.482922332335,BGD,Bangladesh,1965
Population density (people per sq. km of land area),2.16396089078915,CAN,Canada,1965
Population density (people per sq. km of land area),112.320320981827,DNK,Denmark,1965
Population density (people per sq. km of land area),30.5721251695213,EGY,"Egypt, Arab Rep.",1965
Population density (people per sq. km of land area),167.874681402803,IND,India,1965
Population density (people per sq. km of land area),10.1936463275939,NOR,Norway,1965
Population density (people per sq. km of land area),66.0517525425488,PAK,Pakistan,1965
Population density (people per sq. km of land area),6.34220499569337,QAT,Qatar,1965
Population density (people per sq. km of land area),18.8474265243457,SWE,Sweden,1965
Population density (people per sq. km of land area),21.2145265401312,USA,United States,1965
Population growth (annual %),8.21452521251413,ARE,United Arab Emirates,1965
Population growth (annual %),3.01212869753419,BGD,Bangladesh,1965
Population growth (annual %),1.81016659700882,CAN,Canada,1965
Population growth (annual %),0.779239735049149,DNK,Denmark,1965
Population growth (annual %),2.623900828175,EGY,"Egypt, Arab Rep.",1965
Population growth (annual %),2.08013286332607,IND,India,1965
Population growth (annual %),0.777327076680891,NOR,Norway,1965
Population growth (annual %),2.56684106008072,PAK,Pakistan,1965
Population growth (annual %),8.59883968695068,QAT,Qatar,1965
Population growth (annual %),0.941845548835765,SWE,Sweden,1965
Population growth (annual %),1.25017164562845,USA,United States,1965
"Birth rate, crude (per 1,000 people)",42.704,ARE,United Arab Emirates,1966
"Birth rate, crude (per 1,000 people)",48.857,BGD,Bangladesh,1966
"Birth rate, crude (per 1,000 people)",19.3,CAN,Canada,1966
"Birth rate, crude (per 1,000 people)",18.4,DNK,Denmark,1966
"Birth rate, crude (per 1,000 people)",43.968,EGY,"Egypt, Arab Rep.",1966
"Birth rate, crude (per 1,000 people)",40.365,IND,India,1966
"Birth rate, crude (per 1,000 people)",17.9,NOR,Norway,1966
"Birth rate, crude (per 1,000 people)",43.946,PAK,Pakistan,1966
"Birth rate, crude (per 1,000 people)",39.004,QAT,Qatar,1966
"Birth rate, crude (per 1,000 people)",15.8,SWE,Sweden,1966
"Birth rate, crude (per 1,000 people)",18.4,USA,United States,1966
CO2 emissions (metric tons per capita),0.160455318297745,ARE,United Arab Emirates,1966
CO2 emissions (metric tons per capita),12.9349181464485,CAN,Canada,1966
CO2 emissions (metric tons per capita),10.4490116586529,DNK,Denmark,1966
CO2 emissions (metric tons per capita),0.850377365738725,EGY,"Egypt, Arab Rep.",1966
CO2 emissions (metric tons per capita),0.337039502071595,IND,India,1966
CO2 emissions (metric tons per capita),5.21273180048452,NOR,Norway,1966
CO2 emissions (metric tons per capita),0.388941972636188,PAK,Pakistan,1966
CO2 emissions (metric tons per capita),78.6251534203341,QAT,Qatar,1966
CO2 emissions (metric tons per capita),9.29736416046677,SWE,Sweden,1966
CO2 emissions (metric tons per capita),18.1210730107855,USA,United States,1966
GDP growth (annual %),2.56681200128052,BGD,Bangladesh,1966
GDP growth (annual %),6.58496540750693,CAN,Canada,1966
GDP growth (annual %),2.74091010903237,DNK,Denmark,1966
GDP growth (annual %),5.04640371229709,EGY,"Egypt, Arab Rep.",1966
GDP growth (annual %),-0.0553287698314051,IND,India,1966
GDP growth (annual %),3.7865132548973,NOR,Norway,1966
GDP growth (annual %),5.78995180143455,PAK,Pakistan,1966
GDP growth (annual %),2.09083647876747,SWE,Sweden,1966
GDP growth (annual %),6.50000000000033,USA,United States,1966
GDP per capita (current US$),112.665358839312,BGD,Bangladesh,1966
GDP per capita (current US$),3010.70590757947,CAN,Canada,1966
GDP per capita (current US$),2443.2597913502,DNK,Denmark,1966
GDP per capita (current US$),168.963224188623,EGY,"Egypt, Arab Rep.",1966
GDP per capita (current US$),89.9973081168211,IND,India,1966
GDP per capita (current US$),2317.19488382656,NOR,Norway,1966
GDP per capita (current US$),123.738755552242,PAK,Pakistan,1966
GDP per capita (current US$),3240.61103693285,SWE,Sweden,1966
GDP per capita (current US$),4146.31664631665,USA,United States,1966
GDP per capita growth (annual %),-0.613934046805582,BGD,Bangladesh,1966
GDP per capita growth (annual %),4.61786458943141,CAN,Canada,1966
GDP per capita growth (annual %),1.9191980165441,DNK,Denmark,1966
GDP per capita growth (annual %),2.34075329721937,EGY,"Egypt, Arab Rep.",1966
GDP per capita growth (annual %),-2.11610443920969,IND,India,1966
GDP per capita growth (annual %),2.96120155816433,NOR,Norway,1966
GDP per capita growth (annual %),3.07291695934452,PAK,Pakistan,1966
GDP per capita growth (annual %),1.12398183172864,SWE,Sweden,1966
GDP per capita growth (annual %),5.27711385836417,USA,United States,1966
GNI per capita (constant 2010 US$),722.223302724296,EGY,"Egypt, Arab Rep.",1966
GNI per capita (constant 2010 US$),343.049693297072,IND,India,1966
"Industry (including construction), value added (% of GDP)",10.3150855684753,BGD,Bangladesh,1966
"Industry (including construction), value added (% of GDP)",23.9929660982293,EGY,"Egypt, Arab Rep.",1966
"Industry (including construction), value added (% of GDP)",21.4620050149246,IND,India,1966
"Industry (including construction), value added (% of GDP)",19.0881341288805,PAK,Pakistan,1966
"Life expectancy at birth, total (years)",58.33,ARE,United Arab Emirates,1966
"Life expectancy at birth, total (years)",48.895,BGD,Bangladesh,1966
"Life expectancy at birth, total (years)",72.0043902439024,CAN,Canada,1966
"Life expectancy at birth, total (years)",72.4441463414634,DNK,Denmark,1966
"Life expectancy at birth, total (years)",50.955,EGY,"Egypt, Arab Rep.",1966
"Life expectancy at birth, total (years)",45.02,IND,India,1966
"Life expectancy at birth, total (years)",73.9953658536585,NOR,Norway,1966
"Life expectancy at birth, total (years)",50.255,PAK,Pakistan,1966
"Life expectancy at birth, total (years)",65.582,QAT,Qatar,1966
"Life expectancy at birth, total (years)",74.0785365853659,SWE,Sweden,1966
"Life expectancy at birth, total (years)",70.2121951219512,USA,United States,1966
"Net primary income (BoP, current US$)",-1518189953.628,CAN,Canada,1966
Population density (people per sq. km of land area),2.25254857786539,ARE,United Arab Emirates,1966
Population density (people per sq. km of land area),439.100053775832,BGD,Bangladesh,1966
Population density (people per sq. km of land area),2.20464924984962,CAN,Canada,1966
Population density (people per sq. km of land area),113.225890960585,DNK,Denmark,1966
Population density (people per sq. km of land area),31.3803807323321,EGY,"Egypt, Arab Rep.",1966
Population density (people per sq. km of land area),171.408991689061,IND,India,1966
Population density (people per sq. km of land area),10.2753560922354,NOR,Norway,1966
Population density (people per sq. km of land area),67.7928977272727,PAK,Pakistan,1966
Population density (people per sq. km of land area),6.87734711455642,QAT,Qatar,1966
Population density (people per sq. km of land area),19.0276283082322,SWE,Sweden,1966
Population density (people per sq. km of land area),21.4609518984688,USA,United States,1966
Population growth (annual %),6.53422979310189,ARE,United Arab Emirates,1966
Population growth (annual %),3.1502488357168,BGD,Bangladesh,1966
Population growth (annual %),1.86281377101388,CAN,Canada,1966
Population growth (annual %),0.803006033242491,DNK,Denmark,1966
Population growth (annual %),2.60942285669256,EGY,"Egypt, Arab Rep.",1966
Population growth (annual %),2.08347080329463,IND,India,1966
Population growth (annual %),0.798379881806135,NOR,Norway,1966
Population growth (annual %),2.60188719841638,PAK,Pakistan,1966
Population growth (annual %),8.10064846677171,QAT,Qatar,1966
Population growth (annual %),0.951566377508855,SWE,Sweden,1966
Population growth (annual %),1.1548931907552,USA,United States,1966
"Birth rate, crude (per 1,000 people)",41.528,ARE,United Arab Emirates,1967
"Birth rate, crude (per 1,000 people)",48.669,BGD,Bangladesh,1967
"Birth rate, crude (per 1,000 people)",18.2,CAN,Canada,1967
"Birth rate, crude (per 1,000 people)",16.8,DNK,Denmark,1967
"Birth rate, crude (per 1,000 people)",43.489,EGY,"Egypt, Arab Rep.",1967
"Birth rate, crude (per 1,000 people)",40.048,IND,India,1967
"Birth rate, crude (per 1,000 people)",17.6,NOR,Norway,1967
"Birth rate, crude (per 1,000 people)",43.763,PAK,Pakistan,1967
"Birth rate, crude (per 1,000 people)",38.366,QAT,Qatar,1967
"Birth rate, crude (per 1,000 people)",15.4,SWE,Sweden,1967
"Birth rate, crude (per 1,000 people)",17.8,USA,United States,1967
CO2 emissions (metric tons per capita),5.39992107014743,ARE,United Arab Emirates,1967
CO2 emissions (metric tons per capita),13.8103545953361,CAN,Canada,1967
CO2 emissions (metric tons per capita),10.1493005475918,DNK,Denmark,1967
CO2 emissions (metric tons per capita),0.613826083999787,EGY,"Egypt, Arab Rep.",1967
CO2 emissions (metric tons per capita),0.330973865025084,IND,India,1967
CO2 emissions (metric tons per capita),5.10729497040459,NOR,Norway,1967
CO2 emissions (metric tons per capita),0.402062133500637,PAK,Pakistan,1967
CO2 emissions (metric tons per capita),77.5023522050474,QAT,Qatar,1967
CO2 emissions (metric tons per capita),8.77002340259466,SWE,Sweden,1967
CO2 emissions (metric tons per capita),18.5983178821611,USA,United States,1967
GDP growth (annual %),-1.87586391964774,BGD,Bangladesh,1967
GDP growth (annual %),2.91531036036214,CAN,Canada,1967
GDP growth (annual %),3.42160509181338,DNK,Denmark,1967
GDP growth (annual %),0.805264126633503,EGY,"Egypt, Arab Rep.",1967
GDP growth (annual %),7.82596303033034,IND,India,1967
GDP growth (annual %),6.25607900635565,NOR,Norway,1967
GDP growth (annual %),5.40061259720773,PAK,Pakistan,1967
GDP growth (annual %),3.36549793942827,SWE,Sweden,1967
GDP growth (annual %),2.49999999999997,USA,United States,1967
GDP per capita (current US$),122.870630560939,BGD,Bangladesh,1967
GDP per capita (current US$),3173.07619352225,CAN,Canada,1967
GDP per capita (current US$),2644.7866468916,DNK,Denmark,1967
GDP per capita (current US$),174.862587941817,EGY,"Egypt, Arab Rep.",1967
GDP per capita (current US$),96.3391389544662,IND,India,1967
GDP per capita (current US$),2514.04377214705,NOR,Norway,1967
GDP per capita (current US$),137.987382918961,PAK,Pakistan,1967
GDP per capita (current US$),3490.55033678895,SWE,Sweden,1967
GDP per capita (current US$),4336.42658722171,USA,United States,1967
GDP per capita growth (annual %),-4.9950577142145,BGD,Bangladesh,1967
GDP per capita growth (annual %),1.08005791223498,CAN,Canada,1967
GDP per capita growth (annual %),2.60941458618515,DNK,Denmark,1967
GDP per capita growth (annual %),-1.76988952689713,EGY,"Egypt, Arab Rep.",1967
GDP per capita growth (annual %),5.5946319284854,IND,India,1967
GDP per capita growth (annual %),5.37091560789855,NOR,Norway,1967
GDP per capita growth (annual %),2.65911726777246,PAK,Pakistan,1967
GDP per capita growth (annual %),2.5754832769853,SWE,Sweden,1967
GDP per capita growth (annual %),1.38995128628363,USA,United States,1967
GNI per capita (constant 2010 US$),712.979565135048,EGY,"Egypt, Arab Rep.",1967
GNI per capita (constant 2010 US$),362.41263775708,IND,India,1967
"Industry (including construction), value added (% of GDP)",8.10282841164145,BGD,Bangladesh,1967
"Industry (including construction), value added (% of GDP)",23.8085845037084,EGY,"Egypt, Arab Rep.",1967
"Industry (including construction), value added (% of GDP)",20.155168766165,IND,India,1967
"Industry (including construction), value added (% of GDP)",17.9794078281743,PAK,Pakistan,1967
"Life expectancy at birth, total (years)",59.248,ARE,United Arab Emirates,1967
